! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.0.0-rc.3.flux symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : gckpp_BiadjacencyMatrix.csv
! Equation file        : gckpp.kpp
! Output root filename : gckpp
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name, species index (row), reaction index (col), stoichiometric coefficient
HO2, 281, 649, 1.000000
PCO, 33, 650, 0.250000
AROMP4, 155, 650, -1.000000
HCOOH, 207, 650, 0.250000
GLYX, 218, 650, 0.600000
RCO3, 250, 650, 0.330000
CO, 258, 650, 0.250000
OH, 279, 650, -0.750000
HO2, 281, 650, 0.330000
LOx, 32, 651, 1.000000
PCO, 33, 651, 0.500000
AROMP4, 155, 651, -1.000000
HCOOH, 207, 651, 0.500000
GLYX, 218, 651, 0.600000
GLYC, 232, 651, 0.900000
CO, 258, 651, 0.500000
O3, 269, 651, -1.000000
OH, 279, 651, 0.100000
HO2, 281, 651, 0.100000
AROMP4, 155, 652, -1.000000
GLYX, 218, 652, 0.200000
RCHO, 255, 652, 1.200000
HO2, 281, 652, 0.200000
PCO, 33, 653, 0.250000
AROMP5, 145, 653, -1.000000
HCOOH, 207, 653, 0.100000
ACTA, 215, 653, 0.150000
MGLY, 228, 653, 0.600000
RCO3, 250, 653, 0.330000
CO, 258, 653, 0.250000
OH, 279, 653, -0.750000
HO2, 281, 653, 0.330000
LOx, 32, 654, 1.000000
PCO, 33, 654, 0.500000
AROMP5, 145, 654, -1.000000
HCOOH, 207, 654, 0.200000
ACTA, 215, 654, 0.300000
MGLY, 228, 654, 0.600000
GLYC, 232, 654, 0.950000
CO, 258, 654, 0.500000
O3, 269, 654, -1.000000
OH, 279, 654, 0.100000
HO2, 281, 654, 0.100000
AROMP5, 145, 655, -1.000000
MGLY, 228, 655, 0.200000
R4O2, 252, 655, 0.200000
RCHO, 255, 655, 1.200000
HO2, 281, 655, 0.200000
LBRO2H, 10, 656, 1.000000
BRO2, 12, 656, -1.000000
LBRO2N, 11, 657, 1.000000
BRO2, 12, 657, -1.000000
LTRO2H, 19, 658, 1.000000
TRO2, 21, 658, -1.000000
LTRO2N, 20, 659, 1.000000
TRO2, 21, 659, -1.000000
LXRO2H, 24, 660, 1.000000
XRO2, 26, 660, -1.000000
LXRO2N, 25, 661, 1.000000
XRO2, 26, 661, -1.000000
H2O, 273, 662, 1.000000
HO2, 281, 662, -1.000000
HNO2, 188, 663, 0.500000
HNO3, 260, 663, 0.500000
NO2, 270, 663, -1.000000
HNO3, 260, 664, 1.000000
NO3, 283, 664, -1.000000
NIT, 58, 665, 1.000000
NO3, 283, 665, -1.000000
NITs, 59, 666, 1.000000
NO3, 283, 666, -1.000000
N2O5, 169, 667, -1.000000
HNO3, 260, 667, 2.000000
H2O, 273, 667, -1.000000
N2O5, 169, 668, -1.000000
ClNO2, 231, 668, 1.000000
HNO3, 260, 668, 1.000000
HCl, 271, 668, -1.000000
N2O5, 169, 669, -1.000000
HNO3, 260, 669, 2.000000
N2O5, 169, 670, -1.000000
ClNO2, 231, 670, 1.000000
HNO3, 260, 670, 1.000000
SALACL, 278, 670, -1.000000
N2O5, 169, 671, -1.000000
ClNO2, 231, 671, 1.000000
HNO3, 260, 671, 1.000000
SALCCL, 282, 671, -1.000000
Cl2, 192, 672, 0.500000
SALACL, 278, 672, -1.000000
OH, 279, 672, -1.000000
Cl2, 192, 673, 0.500000
OH, 279, 673, -1.000000
SALCCL, 282, 673, -1.000000
BrNO3, 172, 674, -1.000000
HOBr, 256, 674, 1.000000
HNO3, 260, 674, 1.000000
H2O, 273, 674, -1.000000
BrCl, 132, 675, 1.000000
BrNO3, 172, 675, -1.000000
HNO3, 260, 675, 1.000000
HCl, 271, 675, -1.000000
ClNO3, 259, 676, -1.000000
HNO3, 260, 676, 1.000000
HOCl, 267, 676, 1.000000
H2O, 273, 676, -1.000000
Cl2, 192, 677, 1.000000
ClNO3, 259, 677, -1.000000
HNO3, 260, 677, 1.000000
HCl, 271, 677, -1.000000
BrCl, 132, 678, 1.000000
ClNO3, 259, 678, -1.000000
HNO3, 260, 678, 1.000000
HBr, 272, 678, -1.000000
BrCl, 132, 679, 1.000000
ClNO3, 259, 679, -1.000000
HNO3, 260, 679, 1.000000
BrSALA, 275, 679, -1.000000
BrCl, 132, 680, 1.000000
ClNO3, 259, 680, -1.000000
HNO3, 260, 680, 1.000000
BrSALC, 276, 680, -1.000000
Cl2, 192, 681, 1.000000
ClNO3, 259, 681, -1.000000
HNO3, 260, 681, 1.000000
SALACL, 278, 681, -1.000000
Cl2, 192, 682, 1.000000
ClNO3, 259, 682, -1.000000
HNO3, 260, 682, 1.000000
SALCCL, 282, 682, -1.000000
HNO2, 188, 683, 1.000000
Cl2, 192, 683, 1.000000
ClNO2, 231, 683, -1.000000
SALACL, 278, 683, -1.000000
HNO2, 188, 684, 1.000000
Cl2, 192, 684, 1.000000
ClNO2, 231, 684, -1.000000
SALCCL, 282, 684, -1.000000
HNO2, 188, 685, 1.000000
Cl2, 192, 685, 1.000000
ClNO2, 231, 685, -1.000000
HCl, 271, 685, -1.000000
BrCl, 132, 686, 1.000000
HNO2, 188, 686, 1.000000
ClNO2, 231, 686, -1.000000
BrSALA, 275, 686, -1.000000
BrCl, 132, 687, 1.000000
HNO2, 188, 687, 1.000000
ClNO2, 231, 687, -1.000000
BrSALC, 276, 687, -1.000000
BrCl, 132, 688, 1.000000
HNO2, 188, 688, 1.000000
ClNO2, 231, 688, -1.000000
HBr, 272, 688, -1.000000
Cl2, 192, 689, 1.000000
HOCl, 267, 689, -1.000000
HCl, 271, 689, -1.000000
H2O, 273, 689, 1.000000
BrCl, 132, 690, 1.000000
HOCl, 267, 690, -1.000000
HBr, 272, 690, -1.000000
H2O, 273, 690, 1.000000
Cl2, 192, 691, 1.000000
HOCl, 267, 691, -1.000000
H2O, 273, 691, 1.000000
SALACL, 278, 691, -1.000000
Cl2, 192, 692, 1.000000
HOCl, 267, 692, -1.000000
H2O, 273, 692, 1.000000
SALCCL, 282, 692, -1.000000
SO4s, 28, 693, 1.000000
HOCl, 267, 693, -1.000000
HCl, 271, 693, 1.000000
SO2, 286, 693, -1.000000
Br2, 124, 694, 1.000000
HOBr, 256, 694, -1.000000
HBr, 272, 694, -1.000000
H2O, 273, 694, 1.000000
BrCl, 132, 695, 1.000000
HOBr, 256, 695, -1.000000
HCl, 271, 695, -1.000000
H2O, 273, 695, 1.000000
BrCl, 132, 696, 1.000000
HOBr, 256, 696, -1.000000
H2O, 273, 696, 1.000000
SALACL, 278, 696, -1.000000
BrCl, 132, 697, 1.000000
HOBr, 256, 697, -1.000000
H2O, 273, 697, 1.000000
SALCCL, 282, 697, -1.000000
Br2, 124, 698, 1.000000
HOBr, 256, 698, -1.000000
BrSALA, 275, 698, -1.000000
Br2, 124, 699, 1.000000
HOBr, 256, 699, -1.000000
BrSALC, 276, 699, -1.000000
SO4s, 28, 700, 1.000000
HOBr, 256, 700, -1.000000
HBr, 272, 700, 1.000000
SO2, 286, 700, -1.000000
LOx, 32, 701, 1.000000
HOBr, 256, 701, 1.000000
O3, 269, 701, -1.000000
HBr, 272, 701, -1.000000
LOx, 32, 702, 1.000000
HOBr, 256, 702, 1.000000
O3, 269, 702, -1.000000
BrSALA, 275, 702, -1.000000
LOx, 32, 703, 1.000000
HOBr, 256, 703, 1.000000
O3, 269, 703, -1.000000
BrSALC, 276, 703, -1.000000
HBr, 272, 704, -1.000000
BrSALA, 275, 704, 1.000000
HBr, 272, 705, -1.000000
BrSALC, 276, 705, 1.000000
AERI, 4, 706, 1.000000
HI, 65, 706, -1.000000
ISALA, 8, 707, 1.000000
HI, 65, 707, -1.000000
ISALC, 9, 708, 1.000000
HI, 65, 708, -1.000000
AERI, 4, 709, 2.000000
I2O2, 40, 709, -1.000000
ISALA, 8, 710, 2.000000
I2O2, 40, 710, -1.000000
ISALC, 9, 711, 2.000000
I2O2, 40, 711, -1.000000
AERI, 4, 712, 2.000000
I2O3, 47, 712, -1.000000
ISALA, 8, 713, 2.000000
I2O3, 47, 713, -1.000000
ISALC, 9, 714, 2.000000
I2O3, 47, 714, -1.000000
AERI, 4, 715, 2.000000
I2O4, 38, 715, -1.000000
ISALA, 8, 716, 2.000000
I2O4, 38, 716, -1.000000
ISALC, 9, 717, 2.000000
I2O4, 38, 717, -1.000000
HNO3, 260, 718, 1.000000
HOI, 264, 718, 1.000000
IONO2, 266, 718, -1.000000
H2O, 273, 718, -1.000000
IBr, 69, 719, 1.000000
HNO2, 188, 719, 1.000000
IONO, 199, 719, -1.000000
BrSALA, 275, 719, -1.000000
IBr, 69, 720, 1.000000
HNO2, 188, 720, 1.000000
IONO, 199, 720, -1.000000
BrSALC, 276, 720, -1.000000
ICl, 98, 721, 1.000000
HNO2, 188, 721, 1.000000
IONO, 199, 721, -1.000000
SALACL, 278, 721, -1.000000
ICl, 98, 722, 1.000000
HNO2, 188, 722, 1.000000
IONO, 199, 722, -1.000000
SALCCL, 282, 722, -1.000000
IBr, 69, 723, 1.000000
HNO3, 260, 723, 1.000000
IONO2, 266, 723, -1.000000
BrSALA, 275, 723, -1.000000
IBr, 69, 724, 1.000000
HNO3, 260, 724, 1.000000
IONO2, 266, 724, -1.000000
BrSALC, 276, 724, -1.000000
ICl, 98, 725, 1.000000
HNO3, 260, 725, 1.000000
IONO2, 266, 725, -1.000000
SALACL, 278, 725, -1.000000
ICl, 98, 726, 1.000000
HNO3, 260, 726, 1.000000
IONO2, 266, 726, -1.000000
SALCCL, 282, 726, -1.000000
IBr, 69, 727, 1.000000
HOI, 264, 727, -1.000000
BrSALA, 275, 727, -1.000000
IBr, 69, 728, 1.000000
HOI, 264, 728, -1.000000
BrSALC, 276, 728, -1.000000
ICl, 98, 729, 1.000000
HOI, 264, 729, -1.000000
SALACL, 278, 729, -1.000000
ICl, 98, 730, 1.000000
HOI, 264, 730, -1.000000
SALCCL, 282, 730, -1.000000
SOAGX, 29, 731, 1.000000
GLYX, 218, 731, -1.000000
SOAGX, 29, 732, 1.000000
MGLY, 228, 732, -1.000000
SOAIE, 30, 733, 1.000000
IEPOXA, 127, 733, -1.000000
SOAIE, 30, 734, 1.000000
IEPOXB, 128, 734, -1.000000
SOAIE, 30, 735, 1.000000
IEPOXD, 115, 735, -1.000000
LVOCOA, 22, 736, 1.000000
LVOC, 23, 736, -1.000000
IONITA, 96, 737, 1.000000
MVKN, 237, 737, -1.000000
IONITA, 96, 738, 1.000000
R4N2, 198, 738, -1.000000
MONITA, 41, 739, 1.000000
MONITS, 174, 739, -1.000000
MONITA, 41, 740, 1.000000
MONITU, 196, 740, -1.000000
MONITA, 41, 741, 1.000000
HONIT, 131, 741, -1.000000
SOAGX, 29, 742, 1.000000
PYAC, 104, 742, -1.000000
SOAIE, 30, 743, 1.000000
HMML, 84, 743, -1.000000
IONITA, 96, 744, 1.000000
IHN1, 216, 744, -1.000000
IONITA, 96, 745, 1.000000
IHN2, 136, 745, -1.000000
IONITA, 96, 746, 1.000000
IHN3, 137, 746, -1.000000
IONITA, 96, 747, 1.000000
IHN4, 210, 747, -1.000000
SOAIE, 30, 748, 1.000000
ICHE, 170, 748, -1.000000
IONITA, 96, 749, 1.000000
INPD, 147, 749, -1.000000
IONITA, 96, 750, 1.000000
INPB, 177, 750, -1.000000
IONITA, 96, 751, 1.000000
IDN, 239, 751, -1.000000
IONITA, 96, 752, 1.000000
ITCN, 209, 752, -1.000000
IONITA, 96, 753, 1.000000
ITHN, 238, 753, -1.000000
IONITA, 96, 754, 1.000000
MCRHNB, 171, 754, -1.000000
IONITA, 96, 755, 1.000000
MCRHN, 195, 755, -1.000000
AONITA, 5, 756, 1.000000
NPHEN, 206, 756, -1.000000
LOx, 32, 757, 1.000000
O3, 269, 757, -1.000000
O, 284, 757, 1.000000
LOx, 32, 758, 1.000000
O1D, 268, 758, 1.000000
O3, 269, 758, -1.000000
O, 284, 759, 2.000000
NO2, 270, 760, -1.000000
NO, 280, 760, 1.000000
O, 284, 760, 1.000000
H2O2, 208, 761, -1.000000
OH, 279, 761, 2.000000
MP, 134, 762, -1.000000
CH2O, 262, 762, 1.000000
OH, 279, 762, 1.000000
HO2, 281, 762, 1.000000
PCO, 33, 763, 1.000000
H, 173, 763, 1.000000
CO, 258, 763, 1.000000
CH2O, 262, 763, -1.000000
HO2, 281, 763, 1.000000
PCO, 33, 764, 1.000000
CO, 258, 764, 1.000000
CH2O, 262, 764, -1.000000
HNO3, 260, 765, -1.000000
NO2, 270, 765, 1.000000
OH, 279, 765, 1.000000
HNO2, 188, 766, -1.000000
OH, 279, 766, 1.000000
NO, 280, 766, 1.000000
HNO4, 101, 767, -1.000000
OH, 279, 767, 1.000000
NO3, 283, 767, 1.000000
HNO4, 101, 768, -1.000000
NO2, 270, 768, 1.000000
HO2, 281, 768, 1.000000
NO2, 270, 769, 1.000000
NO3, 283, 769, -1.000000
O, 284, 769, 1.000000
NO, 280, 770, 1.000000
NO3, 283, 770, -1.000000
N2O5, 169, 771, -1.000000
NO2, 270, 771, 1.000000
NO3, 283, 771, 1.000000
PCO, 33, 772, 0.880000
MCO3, 257, 772, 0.120000
CO, 258, 772, 0.880000
ALD2, 261, 772, -1.000000
MO2, 263, 772, 0.880000
HO2, 281, 772, 1.000000
PCO, 33, 773, 1.000000
CH4, 186, 773, 1.000000
CO, 258, 773, 1.000000
ALD2, 261, 773, -1.000000
PAN, 63, 774, -1.000000
MCO3, 257, 774, 0.700000
MO2, 263, 774, 0.300000
NO2, 270, 774, 0.700000
NO3, 283, 774, 0.300000
PCO, 33, 775, 1.000000
A3O2, 233, 775, 0.070000
OTHRO2, 235, 775, 0.500000
B3O2, 253, 775, 0.270000
RCHO, 255, 775, -1.000000
CO, 258, 775, 1.000000
HO2, 281, 775, 1.000000
ACET, 219, 776, -1.000000
MCO3, 257, 776, 1.000000
MO2, 263, 776, 1.000000
PCO, 33, 777, 1.000000
ACET, 219, 777, -1.000000
CO, 258, 777, 1.000000
MO2, 263, 777, 2.000000
MEK, 222, 778, -1.000000
A3O2, 233, 778, 0.060000
OTHRO2, 235, 778, 0.425000
RCO3, 250, 778, 0.150000
B3O2, 253, 778, 0.230000
MCO3, 257, 778, 0.850000
MO2, 263, 778, 0.150000
PCO, 33, 779, 1.000000
MOH, 214, 779, 0.100000
GLYC, 232, 779, -1.000000
CO, 258, 779, 1.000000
CH2O, 262, 779, 0.900000
OH, 279, 779, 0.070000
HO2, 281, 779, 1.730000
PCO, 33, 780, 2.000000
GLYX, 218, 780, -1.000000
CO, 258, 780, 2.000000
HO2, 281, 780, 2.000000
PCO, 33, 781, 2.000000
GLYX, 218, 781, -1.000000
CO, 258, 781, 2.000000
PCO, 33, 782, 1.000000
GLYX, 218, 782, -1.000000
CO, 258, 782, 1.000000
CH2O, 262, 782, 1.000000
PCO, 33, 783, 1.000000
MGLY, 228, 783, -1.000000
MCO3, 257, 783, 1.000000
CO, 258, 783, 1.000000
HO2, 281, 783, 1.000000
PCO, 33, 784, 1.000000
MVK, 244, 784, -1.000000
PRPE, 254, 784, 1.000000
CO, 258, 784, 1.000000
PCO, 33, 785, 1.000000
MVK, 244, 785, -1.000000
MCO3, 257, 785, 1.000000
CO, 258, 785, 1.000000
CH2O, 262, 785, 1.000000
HO2, 281, 785, 1.000000
MVK, 244, 786, -1.000000
RCO3, 250, 786, 1.000000
MO2, 263, 786, 1.000000
PCO, 33, 787, 1.000000
MACR, 247, 787, -1.000000
MCO3, 257, 787, 1.000000
CO, 258, 787, 1.000000
CH2O, 262, 787, 1.000000
HO2, 281, 787, 1.000000
HAC, 246, 788, -1.000000
MCO3, 257, 788, 1.000000
CH2O, 262, 788, 1.000000
HO2, 281, 788, 1.000000
PRPN, 112, 789, -1.000000
RCHO, 255, 789, 1.000000
NO2, 270, 789, 1.000000
OH, 279, 789, 1.000000
HO2, 281, 789, 1.000000
ETP, 109, 790, -1.000000
ALD2, 261, 790, 1.000000
OH, 279, 790, 1.000000
HO2, 281, 790, 1.000000
RA3P, 92, 791, -1.000000
RCHO, 255, 791, 1.000000
OH, 279, 791, 1.000000
HO2, 281, 791, 1.000000
RB3P, 93, 792, -1.000000
ACET, 219, 792, 1.000000
OH, 279, 792, 1.000000
HO2, 281, 792, 1.000000
R4P, 91, 793, -1.000000
RCHO, 255, 793, 1.000000
OH, 279, 793, 1.000000
HO2, 281, 793, 1.000000
PP, 111, 794, -1.000000
ALD2, 261, 794, 1.000000
CH2O, 262, 794, 1.000000
OH, 279, 794, 1.000000
HO2, 281, 794, 1.000000
RP, 94, 795, -1.000000
ALD2, 261, 795, 1.000000
OH, 279, 795, 1.000000
HO2, 281, 795, 1.000000
R4N2, 198, 796, -1.000000
ACET, 219, 796, 0.320000
MEK, 222, 796, 0.190000
A3O2, 233, 796, 0.050000
OTHRO2, 235, 796, 0.320000
B3O2, 253, 796, 0.180000
RCHO, 255, 796, 0.130000
ALD2, 261, 796, 0.320000
MO2, 263, 796, 0.180000
NO2, 270, 796, 1.000000
HO2, 281, 796, 0.270000
MAP, 66, 797, -1.000000
MO2, 263, 797, 1.000000
OH, 279, 797, 1.000000
Br2, 124, 798, -1.000000
Br, 287, 798, 2.000000
BrO, 274, 799, -1.000000
O, 284, 799, 1.000000
Br, 287, 799, 1.000000
HOBr, 256, 800, -1.000000
OH, 279, 800, 1.000000
Br, 287, 800, 1.000000
BrNO3, 172, 801, -1.000000
NO3, 283, 801, 1.000000
Br, 287, 801, 1.000000
BrNO3, 172, 802, -1.000000
NO2, 270, 802, 1.000000
BrO, 274, 802, 1.000000
BrNO2, 50, 803, -1.000000
NO2, 270, 803, 1.000000
Br, 287, 803, 1.000000
CHBr3, 74, 804, -1.000000
Br, 287, 804, 3.000000
CH2Br2, 70, 805, -1.000000
Br, 287, 805, 2.000000
CH3Br, 97, 806, -1.000000
MO2, 263, 806, 1.000000
Br, 287, 806, 1.000000
CH3Cl, 100, 807, -1.000000
MO2, 263, 807, 1.000000
Cl, 285, 807, 1.000000
CH2Cl2, 73, 808, -1.000000
Cl, 285, 808, 2.000000
BrCl, 132, 809, -1.000000
Cl, 285, 809, 1.000000
Br, 287, 809, 1.000000
Cl2, 192, 810, -1.000000
Cl, 285, 810, 2.000000
ClO, 277, 811, -1.000000
O, 284, 811, 1.000000
Cl, 285, 811, 1.000000
OClO, 107, 812, -1.000000
ClO, 277, 812, 1.000000
O, 284, 812, 1.000000
Cl2O2, 72, 813, -1.000000
ClOO, 103, 813, 1.000000
Cl, 285, 813, 1.000000
ClNO2, 231, 814, -1.000000
NO2, 270, 814, 1.000000
Cl, 285, 814, 1.000000
ClNO3, 259, 815, -1.000000
NO3, 283, 815, 1.000000
Cl, 285, 815, 1.000000
ClNO3, 259, 816, -1.000000
NO2, 270, 816, 1.000000
ClO, 277, 816, 1.000000
HOCl, 267, 817, -1.000000
OH, 279, 817, 1.000000
Cl, 285, 817, 1.000000
CH3CCl3, 39, 818, -1.000000
Cl, 285, 818, 3.000000
CCl4, 51, 819, -1.000000
Cl, 285, 819, 4.000000
CFC11, 52, 820, -1.000000
Cl, 285, 820, 3.000000
CFC12, 53, 821, -1.000000
Cl, 285, 821, 2.000000
CFC113, 48, 822, -1.000000
Cl, 285, 822, 3.000000
CFC114, 42, 823, -1.000000
Cl, 285, 823, 2.000000
CFC115, 46, 824, -1.000000
Cl, 285, 824, 1.000000
HCFC123, 78, 825, -1.000000
Cl, 285, 825, 2.000000
HCFC141b, 79, 826, -1.000000
Cl, 285, 826, 2.000000
HCFC142b, 80, 827, -1.000000
Cl, 285, 827, 1.000000
HCFC22, 81, 828, -1.000000
Cl, 285, 828, 1.000000
H1301, 44, 829, -1.000000
Br, 287, 829, 1.000000
H1211, 55, 830, -1.000000
Cl, 285, 830, 1.000000
Br, 287, 830, 1.000000
H2402, 45, 831, -1.000000
Br, 287, 831, 2.000000
ClOO, 103, 832, -1.000000
Cl, 285, 832, 1.000000
I2, 139, 833, -1.000000
I, 265, 833, 2.000000
HOI, 264, 834, -1.000000
I, 265, 834, 1.000000
OH, 279, 834, 1.000000
IO, 223, 835, -1.000000
I, 265, 835, 1.000000
O, 284, 835, 1.000000
OIO, 90, 836, -1.000000
I, 265, 836, 1.000000
INO, 56, 837, -1.000000
I, 265, 837, 1.000000
NO, 280, 837, 1.000000
IONO, 199, 838, -1.000000
I, 265, 838, 1.000000
NO2, 270, 838, 1.000000
I, 265, 839, 1.000000
IONO2, 266, 839, -1.000000
NO3, 283, 839, 1.000000
I2O2, 40, 840, -1.000000
OIO, 90, 840, 1.000000
I, 265, 840, 1.000000
CH3I, 43, 841, -1.000000
I, 265, 841, 1.000000
CH2I2, 1, 842, -1.000000
I, 265, 842, 2.000000
CH2ICl, 3, 843, -1.000000
I, 265, 843, 1.000000
Cl, 285, 843, 1.000000
CH2IBr, 2, 844, -1.000000
I, 265, 844, 1.000000
Br, 287, 844, 1.000000
I2O4, 38, 845, -1.000000
OIO, 90, 845, 2.000000
I2O3, 47, 846, -1.000000
OIO, 90, 846, 1.000000
IO, 223, 846, 1.000000
IBr, 69, 847, -1.000000
I, 265, 847, 1.000000
Br, 287, 847, 1.000000
ICl, 98, 848, -1.000000
I, 265, 848, 1.000000
Cl, 285, 848, 1.000000
MPN, 71, 849, -1.000000
CH2O, 262, 849, 1.000000
HO2, 281, 849, 1.000000
NO3, 283, 849, 1.000000
MPN, 71, 850, -1.000000
MO2, 263, 850, 1.000000
NO2, 270, 850, 1.000000
ATOOH, 193, 851, -1.000000
MCO3, 257, 851, 1.000000
CH2O, 262, 851, 1.000000
OH, 279, 851, 1.000000
N2O, 57, 852, -1.000000
O1D, 268, 852, 1.000000
PCO, 33, 853, 1.000000
OCS, 62, 853, -1.000000
CO, 258, 853, 1.000000
SO2, 286, 853, 1.000000
SO4, 108, 854, -1.000000
OH, 279, 854, 2.000000
SO2, 286, 854, 1.000000
N, 61, 855, 1.000000
NO, 280, 855, -1.000000
O, 284, 855, 1.000000
PIP, 119, 856, -1.000000
RCHO, 255, 856, 1.000000
OH, 279, 856, 1.000000
HO2, 281, 856, 1.000000
PCO, 33, 857, 1.000000
ETHLN, 205, 857, -1.000000
CO, 258, 857, 1.000000
CH2O, 262, 857, 1.000000
NO2, 270, 857, 1.000000
HO2, 281, 857, 1.000000
MONITS, 174, 858, -1.000000
MEK, 222, 858, 1.000000
NO2, 270, 858, 1.000000
MONITU, 196, 859, -1.000000
RCHO, 255, 859, 1.000000
NO2, 270, 859, 1.000000
HONIT, 131, 860, -1.000000
HAC, 246, 860, 1.000000
NO2, 270, 860, 1.000000
NITs, 59, 861, -1.000000
HNO2, 188, 861, 1.000000
NITs, 59, 862, -1.000000
NO2, 270, 862, 1.000000
NIT, 58, 863, -1.000000
HNO2, 188, 863, 1.000000
NIT, 58, 864, -1.000000
NO2, 270, 864, 1.000000
MENO3, 87, 865, -1.000000
CH2O, 262, 865, 1.000000
NO2, 270, 865, 1.000000
HO2, 281, 865, 1.000000
ETNO3, 88, 866, -1.000000
ALD2, 261, 866, 1.000000
NO2, 270, 866, 1.000000
HO2, 281, 866, 1.000000
IPRNO3, 86, 867, -1.000000
ACET, 219, 867, 1.000000
NO2, 270, 867, 1.000000
HO2, 281, 867, 1.000000
NPRNO3, 89, 868, -1.000000
RCHO, 255, 868, 1.000000
NO2, 270, 868, 1.000000
HO2, 281, 868, 1.000000
HMHP, 83, 869, -1.000000
CH2O, 262, 869, 1.000000
OH, 279, 869, 2.000000
PCO, 33, 870, 1.000000
HPETHNL, 168, 870, -1.000000
CO, 258, 870, 1.000000
CH2O, 262, 870, 1.000000
OH, 279, 870, 1.000000
HO2, 281, 870, 1.000000
CO2, 6, 871, 1.000000
PYAC, 104, 871, -1.000000
MCO3, 257, 871, 1.000000
HO2, 281, 871, 1.000000
PROPNN, 194, 872, -1.000000
MCO3, 257, 872, 1.000000
CH2O, 262, 872, 1.000000
NO2, 270, 872, 1.000000
PCO, 33, 873, 1.000000
MVKHC, 166, 873, -1.000000
MCO3, 257, 873, 1.000000
CO, 258, 873, 1.000000
CH2O, 262, 873, 1.000000
HO2, 281, 873, 1.000000
PCO, 33, 874, 0.500000
MVKHCB, 181, 874, -1.000000
GLYX, 218, 874, 0.500000
MGLY, 228, 874, 0.500000
MCO3, 257, 874, 0.500000
CO, 258, 874, 0.500000
HO2, 281, 874, 1.500000
MVKHP, 226, 875, -1.000000
MGLY, 228, 875, 0.470000
GLYC, 232, 875, 0.530000
MCO3, 257, 875, 0.530000
CH2O, 262, 875, 0.470000
OH, 279, 875, 1.000000
HO2, 281, 875, 0.470000
PCO, 33, 876, 0.571000
MVKPC, 152, 876, -1.000000
GLYX, 218, 876, 0.429000
MGLY, 228, 876, 0.571000
MCO3, 257, 876, 0.429000
CO, 258, 876, 0.571000
OH, 279, 876, 1.000000
HO2, 281, 876, 0.571000
PCO, 33, 877, 0.875000
PYAC, 104, 877, 0.750000
MCRENOL, 160, 877, -1.000000
GLYX, 218, 877, 0.125000
MGLY, 228, 877, 0.125000
MCO3, 257, 877, 0.125000
CO, 258, 877, 0.875000
OH, 279, 877, 1.750000
HO2, 281, 877, 0.125000
PCO, 33, 878, 0.770000
MCRHP, 227, 878, -1.000000
MGLY, 228, 878, 0.230000
HAC, 246, 878, 0.770000
CO, 258, 878, 0.770000
CH2O, 262, 878, 0.230000
OH, 279, 878, 1.000000
HO2, 281, 878, 1.000000
CO2, 6, 879, 1.238000
MACR1OOH, 133, 879, -0.750000
MCO3, 257, 879, 0.262000
CH2O, 262, 879, 0.750000
MO2, 263, 879, 0.488000
OH, 279, 879, 0.750000
ETHLN, 205, 880, 0.300000
GLYC, 232, 880, 0.690000
MVKN, 237, 880, -1.000000
MCO3, 257, 880, 1.010000
NO2, 270, 880, 0.700000
OH, 279, 880, 0.010000
HO2, 281, 880, 0.290000
PCO, 33, 881, 1.000000
MCRHN, 195, 881, -1.000000
HAC, 246, 881, 1.000000
CO, 258, 881, 1.000000
NO2, 270, 881, 1.000000
HO2, 281, 881, 1.000000
PCO, 33, 882, 1.000000
MCRHNB, 171, 882, -1.000000
PROPNN, 194, 882, 1.000000
CO, 258, 882, 1.000000
OH, 279, 882, 1.000000
HO2, 281, 882, 1.000000
RIPA, 153, 883, -1.000000
MVK, 244, 883, 1.000000
CH2O, 262, 883, 1.000000
OH, 279, 883, 1.000000
HO2, 281, 883, 1.000000
RIPB, 158, 884, -1.000000
MACR, 247, 884, 1.000000
CH2O, 262, 884, 1.000000
OH, 279, 884, 1.000000
HO2, 281, 884, 1.000000
RIPC, 167, 885, -1.000000
HC5A, 189, 885, 1.000000
OH, 279, 885, 1.000000
HO2, 281, 885, 1.000000
RIPD, 161, 886, -1.000000
HC5A, 189, 886, 1.000000
OH, 279, 886, 1.000000
HO2, 281, 886, 1.000000
PCO, 33, 887, 0.888000
