BZCO3                           ,                      5.443170
INPB                            ,                      0.000000
AROMRO2                         ,                   6467.968435
IHPOO1                          ,                      0.000000
IHPOO2                          ,                      0.000000
MVKHCB                          ,                     66.808519
HPALD1                          ,                      0.000000
IHPOO3                          ,                      0.000000
HPALD2                          ,                      0.000000
IHPNDOO                         ,                      0.000000
CH4                             ,         45477122032539.023438
BENZO2                          ,                  15399.266934
HNO2                            ,               16527039.024340
HC5A                            ,                      0.000000
ICHOO                           ,                      0.000000
CH3CHOO                         ,                 408645.885441
Cl2                             ,                4077315.218215
ATOOH                           ,               30870316.534072
PROPNN                          ,                      7.170920
MCRHN                           ,                      0.002036
MONITU                          ,                      0.000000
PRN1                            ,                    162.290624
R4N2                            ,                    346.500979
IONO                            ,                      0.000200
MVKOHOO                         ,                     15.511813
MCROHOO                         ,                      0.000000
ICPDH                           ,                      5.245017
MACR1OO                         ,                      0.000604
PO2                             ,                      0.000000
ETHLN                           ,                      0.117274
NPHEN                           ,                   3057.235533
HCOOH                           ,               69663403.851736
H2O2                            ,             1368434557.060679
ITCN                            ,                      0.016068
IHN4                            ,                      0.000000
OLNN                            ,                      0.000000
OLND                            ,                      0.000000
ETO2                            ,                   2436.891203
MOH                             ,             3177984778.166092
ACTA                            ,             1155416201.751823
IHN1                            ,                      0.000000
IHPNBOO                         ,                      0.000000
GLYX                            ,                      0.000215
ACET                            ,            10751028979.686674
ISOP                            ,                      0.000000
LIMO2                           ,                      0.000000
MEK                             ,                1982045.415887
IO                              ,                   2505.618502
IEPOXBOO                        ,                      0.000000
IEPOXAOO                        ,                      0.000000
MVKHP                           ,                    121.811716
MCRHP                           ,                     57.786968
MGLY                            ,                      0.000000
IDHNBOO                         ,                      0.000013
CH2OO                           ,                 408645.698122
ClNO2                           ,                  65943.484727
GLYC                            ,                 338428.275454
A3O2                            ,                      0.000000
PIO2                            ,                      0.000000
OTHRO2                          ,                 493035.145076
ICN                             ,                      0.000022
MVKN                            ,                      0.045188
ITHN                            ,                      0.359841
IDN                             ,                      0.000419
INO2B                           ,                      0.000000
INO2D                           ,                      0.000000
IHOO1                           ,                      0.000000
IHOO4                           ,                      0.000000
MVK                             ,                   2957.519635
MACRNO2                         ,                      0.000000
HAC                             ,                2369860.740202
MACR                            ,                      0.015145
ATO2                            ,               68949571.743008
KO2                             ,                   1759.779945
RCO3                            ,                      0.663290
R4N1                            ,                    101.817237
R4O2                            ,                   1504.207397
B3O2                            ,                 299289.728869
PRPE                            ,                     -0.000000
RCHO                            ,                      0.000000
HOBr                            ,                   1808.261710
MCO3                            ,                4684513.408242
CO                              ,          1100595540858.487061
ClNO3                           ,                    374.398800
HNO3                            ,                3567129.475352
ALD2                            ,             9442755989.479275
CH2O                            ,             6622400429.717704
MO2                             ,                      0.000014
HOI                             ,                2973952.238208
I                               ,                      0.291750
IONO2                           ,                  11901.191579
HOCl                            ,                8327840.656342
O1D                             ,                      0.000000
O3                              ,           416123262080.007690
NO2                             ,                      0.759548
HCl                             ,             3311046604.908400
HBr                             ,                    146.888740
H2O                             ,     512233299809782272.000000
BrO                             ,                     31.059065
BrSALA                          ,                     48.343558
BrSALC                          ,                 632358.989353
ClO                             ,                    728.260516
SALACL                          ,             3949529092.268260
OH                              ,                      0.000005
NO                              ,                      0.000000
HO2                             ,                      0.000000
SALCCL                          ,           346219997946.643982
NO3                             ,              345349615.596729
O                               ,                      0.000228
Cl                              ,                      0.133523
SO2                             ,                      0.000420
Br                              ,                      0.061303
H2                              ,         12362326009847.599609
N2                              ,   19296636513933041664.000000
O2                              ,    5177568396117939200.000000
RCOOH                           ,                      0.247139
