NStp, Err, H, Fac, CH2I2,CH2IBr,CH2ICl,AERI,AONITA,CO2,INDIOL,ISALA,ISALC,LBRO2H,LBRO2N,BRO2,LISOPOH,LISOPNO3,LNRO2H,LNRO2N,NRO2,NAP,LTRO2H,LTRO2N,TRO2,LVOCOA,LVOC,LXRO2H,LXRO2N,XRO2,MSA,SO4s,SOAGX,SOAIE,POx,LOx,PCO,LCO,PSO4,LCH4,PH2O2,I2O4,CH3CCl3,I2O2,MONITA,CFC114,CH3I,H1301,H2402,CFC115,I2O3,CFC113,PPN,BrNO2,CCl4,CFC11,CFC12,C2H2,H1211,INO,N2O,NIT,NITs,BENZ,N,OCS,PAN,ETHN,HI,MAP,BZCO3H,CHCl3,IBr,CH2Br2,MPN,Cl2O2,CH2Cl2,CHBr3,C2H4,TOLU,XYLE,HCFC123,HCFC141b,HCFC142b,HCFC22,DMS,HMHP,HMML,HMS,IPRNO3,MENO3,ETNO3,NPRNO3,OIO,R4P,RA3P,RB3P,RP,BZPAN,IONITA,CH3Br,ICl,BALD,CH3Cl,HNO4,ETO,ClOO,PYAC,BENZP,IDC,OClO,SO4,ETP,CSL,PP,PRPN,ALK4,ETHP,IEPOXD,MVKDH,HPALD2OO,PHEN,PIP,HPALD1OO,C3H8,IDCHP,INA,Br2,HPALD3,HPALD4,IEPOXA,IEPOXB,EOH,MCRDH,HONIT,BrCl,MACR1OOH,MP,SALCAL,IHN2,IHN3,MCT,I2,IDHDP,C4HVP1,C4HVP2,IDNOO,SALAAL,AROMP5,ICNOO,INPD,ISOPNOO2,MPAN,MTPA,MTPO,MVKPC,RIPA,ROH,AROMP4,BENZO,C2H6,RIPB,IDHPE,MCRENOL,RIPD,ISOPNOO1,IDHNDOO2,IDHNDOO1,LIMO,MVKHC,RIPC,HPETHNL,N2O5,ICHE,MCRHNB,BrNO3,H,MONITS,ETOO,BZCO3,INPB,AROMRO2,IHPOO1,IHPOO2,MVKHCB,HPALD1,IHPOO3,HPALD2,IHPNDOO,CH4,BENZO2,HNO2,HC5A,ICHOO,CH3CHOO,Cl2,ATOOH,PROPNN,MCRHN,MONITU,PRN1,R4N2,IONO,MVKOHOO,MCROHOO,ICPDH,MACR1OO,PO2,ETHLN,NPHEN,HCOOH,H2O2,ITCN,IHN4,OLNN,OLND,ETO2,MOH,ACTA,IHN1,IHPNBOO,GLYX,ACET,ISOP,LIMO2,MEK,IO,IEPOXBOO,IEPOXAOO,MVKHP,MCRHP,MGLY,IDHNBOO,CH2OO,ClNO2,GLYC,A3O2,PIO2,OTHRO2,ICN,MVKN,ITHN,IDN,INO2B,INO2D,IHOO1,IHOO4,MVK,MACRNO2,HAC,MACR,ATO2,KO2,RCO3,R4N1,R4O2,B3O2,PRPE,RCHO,HOBr,MCO3,CO,ClNO3,HNO3,ALD2,CH2O,MO2,HOI,I,IONO2,HOCl,O1D,O3,NO2,HCl,HBr,H2O,BrO,BrSALA,BrSALC,ClO,SALACL,OH,NO,HO2,SALCCL,NO3,O,Cl,SO2,Br
     0,        0.5014E+02,        0.2280E+03,        0.2441E+00,        0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1455E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1396E+03,       0.1147E+02,       0.6996E+02,      -0.1437E+03,      -0.5453E+01,      -0.1436E+03,      -0.1812E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.1195E-04,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.5376E+00,      -0.7583E-02,      -0.6747E+00,      -0.3568E-07,       0.1487E-05,       0.0000E+00,      -0.1143E+03,       0.5318E+02,       0.1326E+03,      -0.2044E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.4671E+01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1847E+00,       0.5318E+02,       0.0000E+00,      -0.1059E+01,      -0.1374E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1165E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1265E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1875E+03,       0.0000E+00,       0.0000E+00,       0.3795E-04,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.4242E-02,       0.0000E+00,      -0.1782E+03,       0.0000E+00,       0.0000E+00,       0.2564E+03,       0.0000E+00,       0.7599E+01,       0.1046E+03,       0.0000E+00,       0.0000E+00,       0.2898E+02,      -0.1285E+01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2126E+03,       0.0000E+00,       0.0000E+00,      -0.2219E+03,       0.2388E-03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.4419E-03,      -0.1960E+03,      -0.1273E+03,       0.0000E+00,       0.0000E+00,       0.6705E+02,      -0.8286E+01,       0.0000E+00,       0.0000E+00,       0.7315E+02,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1216E+03,       0.0000E+00,       0.2564E+03,       0.0000E+00,      -0.2960E+01,       0.2974E+02,       0.0000E+00,      -0.2121E+01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.1416E+03,       0.0000E+00,      -0.1960E+02,      -0.6661E+02,      -0.1834E+02,      -0.2862E+00,      -0.2521E+01,      -0.5279E+02,       0.6580E+01,      -0.1217E+03,       0.0000E+00,      -0.4475E+02,       0.4767E+00,       0.0000E+00,      -0.1320E+03,      -0.5087E+02,       0.2038E+03,       0.4033E-03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2883E+00,      -0.1047E+02,       0.0000E+00,       0.0000E+00,       0.3936E-05,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1571E+03,       0.2297E+02,       0.6580E+01,       0.0000E+00,       0.1280E+02,      -0.7396E+00,       0.0000E+00,       0.6570E+01,       0.0000E+00
     1,        0.4240E+02,        0.5565E+02,        0.2581E+00,        0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1795E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1451E+03,       0.2867E+02,       0.6346E+01,      -0.2107E+03,      -0.1918E+01,      -0.2105E+03,      -0.1809E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.6868E-05,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.6810E-01,      -0.4680E-03,      -0.2375E+00,      -0.1256E-07,      -0.7797E-06,       0.0000E+00,      -0.3236E+02,       0.1359E+02,       0.2773E+03,      -0.4647E-01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1168E+02,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.6502E-01,       0.1359E+02,       0.0000E+00,      -0.1201E+00,      -0.1758E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1203E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.9526E+01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.3385E+03,       0.0000E+00,       0.0000E+00,       0.8413E-06,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.1801E-03,       0.0000E+00,      -0.1175E+02,       0.0000E+00,       0.0000E+00,       0.1865E+02,       0.0000E+00,      -0.6950E+01,       0.1659E+03,       0.0000E+00,       0.0000E+00,       0.7008E+01,      -0.3552E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1485E+02,       0.0000E+00,       0.0000E+00,      -0.2941E+02,      -0.2883E-06,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1636E-04,      -0.1330E+02,      -0.2162E+02,       0.0000E+00,       0.0000E+00,       0.2357E+02,       0.8392E+00,       0.0000E+00,       0.0000E+00,       0.1678E+02,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1211E+03,       0.0000E+00,       0.1865E+02,       0.0000E+00,       0.1690E+01,       0.2746E+01,       0.0000E+00,       0.1751E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.9659E+02,       0.0000E+00,      -0.5627E+01,      -0.7465E+01,      -0.2913E+01,      -0.2258E+00,      -0.8166E+00,       0.3945E+01,       0.2092E+01,      -0.1211E+03,       0.0000E+00,       0.2340E+02,       0.1465E-01,       0.0000E+00,      -0.1485E+03,      -0.5740E+01,       0.2904E+02,       0.5584E-05,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2278E+00,      -0.4885E+01,       0.0000E+00,       0.0000E+00,       0.2696E-06,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.9150E+02,       0.1497E+02,       0.2092E+01,       0.0000E+00,       0.5541E+01,      -0.5508E-01,       0.0000E+00,       0.2060E+01,       0.0000E+00
     2,        0.3602E+02,        0.1436E+02,        0.2725E+00,        0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2077E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1434E+03,       0.3764E+02,       0.1877E+02,      -0.1479E+03,      -0.6403E+00,      -0.1472E+03,      -0.1708E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.1961E-05,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.3735E-02,      -0.1038E-04,      -0.6598E-01,      -0.3489E-08,      -0.3753E-06,       0.0000E+00,      -0.8657E+01,       0.1114E+01,       0.1235E+03,      -0.1145E-01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1423E+02,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2178E-01,       0.1116E+01,       0.0000E+00,      -0.2739E-01,      -0.3766E+02,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1782E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2839E+01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2592E+03,       0.0000E+00,       0.0000E+00,       0.2948E-07,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.7272E-27,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.3895E-04,       0.0000E+00,      -0.2332E+01,       0.0000E+00,       0.0000E+00,       0.1541E+02,       0.0000E+00,       0.2041E+02,       0.2787E+03,       0.0000E+00,       0.0000E+00,       0.4923E+01,      -0.8518E-01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2538E+01,       0.0000E+00,       0.0000E+00,      -0.4326E+01,      -0.1385E-05,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.1673E-04,      -0.2789E+01,       0.2393E+00,       0.0000E+00,       0.0000E+00,       0.3445E+01,      -0.1152E+01,       0.0000E+00,       0.0000E+00,       0.1936E+01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1207E+03,       0.0000E+00,       0.1541E+02,       0.0000E+00,      -0.9361E+00,      -0.2957E+01,       0.0000E+00,       0.6439E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.2315E+01,       0.0000E+00,      -0.5911E+01,       0.6296E+01,       0.8696E+00,      -0.1031E+00,      -0.2133E+00,       0.3701E+02,       0.7660E+00,      -0.1206E+03,       0.0000E+00,       0.6686E+02,       0.1037E-01,       0.0000E+00,       0.6483E+02,      -0.8087E+00,       0.9032E+01,      -0.2054E-04,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1038E+00,      -0.2523E+01,       0.0000E+00,       0.0000E+00,       0.1106E-06,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.9962E+01,       0.1129E+02,       0.7659E+00,       0.0000E+00,       0.4567E+01,      -0.7672E-02,       0.0000E+00,       0.6503E+00,       0.0000E+00
     3,        0.6465E+02,        0.1436E+01,        0.2242E+00,        0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2380E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1197E+03,       0.3586E+02,       0.6047E+03,       0.3235E+03,       0.7029E+00,       0.3319E+03,      -0.1001E+03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.2096E-06,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.3898E-04,       0.3687E-04,      -0.5530E-02,      -0.2924E-09,      -0.5768E-07,       0.0000E+00,      -0.8597E+00,      -0.3172E+00,       0.6569E+02,      -0.8686E-03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.6000E+02,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.2473E-01,      -0.3159E+00,       0.0000E+00,      -0.2810E-02,      -0.5761E+02,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.5805E+02,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2857E+01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1607E+03,       0.0000E+00,       0.0000E+00,      -0.1566E-08,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.7272E-28,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.1813E-04,       0.0000E+00,      -0.2993E+01,       0.0000E+00,       0.0000E+00,       0.8670E+02,       0.0000E+00,       0.2709E+03,       0.5603E+03,       0.0000E+00,       0.0000E+00,       0.4201E+01,      -0.9251E-03,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.4839E+01,       0.0000E+00,       0.0000E+00,      -0.1476E+00,      -0.1700E-06,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.6269E-04,      -0.3179E+00,       0.1020E+01,       0.0000E+00,       0.0000E+00,       0.2440E+00,      -0.8960E+00,       0.0000E+00,       0.0000E+00,       0.1129E-01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.1190E+03,       0.0000E+00,       0.8670E+02,       0.0000E+00,      -0.8333E+00,      -0.2006E+02,       0.0000E+00,       0.3281E+01,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.2981E+02,       0.0000E+00,      -0.1064E+02,      -0.4052E+01,       0.2095E+02,      -0.3686E-01,       0.8242E+00,       0.1261E+03,       0.2710E+00,      -0.1186E+03,       0.0000E+00,       0.1898E+03,       0.8032E-02,       0.0000E+00,       0.1099E+03,       0.3241E+00,       0.7828E+01,      -0.5918E-04,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,      -0.3554E-01,       0.3699E+01,       0.0000E+00,       0.0000E+00,       0.9704E-07,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.0000E+00,       0.7912E+01,      -0.4237E+01,       0.2710E+00,       0.0000E+00,       0.4504E+01,      -0.5700E-03,       0.0000E+00,      -0.7304E+00,       0.0000E+00
